original_row_id,chunk_id,Translator,Top-3 alle
1,14,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Humanitäre Hilfe"
1,15,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Humanitäre Hilfe"
1,16,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Humanitäre Hilfe"
1,17,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Humanitäre Hilfe"
1,18,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Humanitäre Hilfe"
1,19,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Humanitäre Hilfe"
1,20,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Humanitäre Hilfe"
1,21,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Humanitäre Hilfe"
1,22,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Humanitäre Hilfe"
1,23,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Humanitäre Hilfe"
1,24,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Humanitäre Hilfe"
1,25,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Humanitäre Hilfe"
1,26,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Humanitäre Hilfe"
1,27,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Humanitäre Hilfe"
1,28,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Humanitäre Hilfe"
1,29,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Humanitäre Hilfe"
1,30,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Humanitäre Hilfe"
1,31,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Humanitäre Hilfe"
1,32,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Humanitäre Hilfe"
2,1,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,2,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,3,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,4,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,5,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,6,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,7,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,8,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,9,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,10,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,11,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,12,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,13,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,14,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,15,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,16,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,17,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,18,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,19,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,20,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,21,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,22,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,23,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,24,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,25,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,26,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,27,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,28,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,29,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,30,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,31,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,32,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,33,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,34,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
2,35,chm,"Die Top 3 Sachgebiete in diesem Text sind: Entwicklung und Zusammenarbeit, Politik, Struktur und Institution"
3,1,dod,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Energie und Umwelt"
3,2,dod,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Energie und Umwelt"
3,3,dod,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Energie und Umwelt"
3,4,dod,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Energie und Umwelt"
3,5,dod,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Energie und Umwelt"
3,6,dod,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Energie und Umwelt"
3,7,dod,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Energie und Umwelt"
3,8,dod,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Energie und Umwelt"
3,9,dod,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Energie und Umwelt"
3,10,dod,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Energie und Umwelt"
3,11,dod,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Energie und Umwelt"
3,12,dod,"Die Top 3 Sachgebiete in diesem Text sind: Recht, Entwicklung und Zusammenarbeit, Energie und Umwelt"
4,1,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,2,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,3,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,4,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,5,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,6,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,7,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,8,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,9,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,10,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,11,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,12,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,13,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,14,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,15,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,16,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,17,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,18,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,19,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,20,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,21,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,22,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,23,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,24,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,25,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,26,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,27,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
4,28,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Diplomatie und Protokoll, Buchhaltung"
5,1,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,2,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,3,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,4,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,5,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,6,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,7,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,8,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,9,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,10,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,11,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,12,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,13,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,14,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,15,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,16,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,17,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,18,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,19,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,20,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,21,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,22,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,23,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,24,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,25,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,26,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,27,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,28,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,29,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,30,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,31,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
5,32,bec,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Entwicklung und Zusammenarbeit, Wirtschaft und Finanzen"
6,1,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,2,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,3,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,4,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,5,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,6,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,7,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,8,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,9,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,10,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,11,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,12,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,13,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,14,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,15,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,16,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,17,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,18,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,19,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,20,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,21,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,22,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,23,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,24,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,25,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,26,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,27,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,28,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,29,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,30,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,31,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,32,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,33,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,34,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,35,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,36,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,37,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,38,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,39,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,40,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,41,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,42,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,43,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,44,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,45,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,46,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,47,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,48,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,49,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,50,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,51,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,52,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,53,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,54,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,55,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,56,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,57,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,58,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,59,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,60,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,61,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,62,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,63,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,64,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,65,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,66,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,67,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,68,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,69,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,70,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,71,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,72,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,73,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,74,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,75,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,76,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,77,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,78,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,79,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,80,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,81,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,82,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,83,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,84,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,85,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,86,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,87,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,88,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,89,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,90,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,91,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,92,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
6,93,chm,"Die Top 3 Sachgebiete in diesem Text sind: Struktur und Institution, Recht, HR"
